code,Nom,Handelsbenaming,Rue,Numero,Code postal,Localité,Pays,Téléphone,Verkort-nr,Fax-nr,Gsm,BTW-nr,Mail leveringsbon,Mail factuur,Familienaam contactpersoon,Voornaam Contactpersoon,Telefoonnr,E-mail,Functie,Afzetkanaal,Klantengroep,Datum laatste bestelling,Facturatieperiode,Max. toegestaan krediet,Datum aanmaak klant,Transporteur,Alfacode,Picking groep,Vertegenwoordiger,Naam
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-12-29,Klanten HTT,2500.0,2025-08-18,MONS,,,1.0,HTT
2907.0,PROVINCE DU HAINAUT,RPO MESS JURBISE,ROUTE D'ATH,25/35,7050.0,JURBISE,BEL,,,,,BE0207.656.610,NEE,NEE,boekhouding,,,factures.fournisseurs@hainaut.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1500.0,2025-10-27,MONS,,,1.0,HTT
2908.0,LA DECOUPE DE L'ARTISAN,,RUE DE PATURAGE,6,7340.0,COLFONTAINE,BEL,,,,0476/61.78.65,BE0753.420.180,NEE,NEE,boekhouding,,,vincenturbpro@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,06 POISSONERIE,,Klanten HTT,500.0,2025-10-28,MONS,,,1.0,HTT
2910.0,CGJB,,RUE DE ROBIANO,16,7130.0,BINCHE,BEL,,,,,BE0750.652.712,NEE,NEE,boekhouding,,,julien.beautrix@skynet.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2025-10-30,MONS,,,1.0,HTT
2911.0,VAN NEYLEN ALAIN,,RUE DE BINCHE,5,7061.0,SOIGNIES,BEL,,,,,BE0641.761.995,NEE,JA,boekhouding,,,alain.v.neylen@outlook.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,2500.0,2025-11-05,MONS,,,1.0,HTT
2912.0,LE NAPOLEON,,RUE AUX FLEURS,26,7973.0,BELOEIL,BEL,,,,,BE1027.443.695,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2026-01-02,Klanten HTT,2500.0,2025-11-05,MONS,,,1.0,HTT
2915.0,CALDERS SRL,,RUE DIDI,49,6060.0,GILLY,BEL,,,,0474/12.30.94,BE0418.276.470,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,calders@skynet.be,,,05 VISHANDEL,2026-01-06,Klanten HTT,0.0,2025-11-13,MONS,,,1.0,HTT
2920.0,ECOLE EAFC JEAN MEUNIER,,AVENUE DU ROI ALBERT,643,7012.0,JEMAPPES,BEL,,,,0491/44.26.45,BE0850.017.829,,,,,,,,,09 HORECA,,Klanten HTT,2500.0,2025-11-19,MONS,,,1.0,HTT
2921.0,DESTRE DANY,,RUE DES ARCACIAS,32,6110.0,MONTIGNY LE TILLEUL,BEL,,,,0492/09.55.91,BE0822.788.741,NEE,NEE,boekhouding,,,danydestre@gmail.com,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,2025-11-22,Klanten HTT,1000.0,2025-11-20,MONS,,,1.0,HTT
2924.0,NOTTE CLEMENCE,COTE MEUSE,PLACE ALBERT 1ER,6,5500.0,DINANT,BEL,,,,0473/50.06.96,BE0801.803.087,,,,,,,,,09 HORECA,,Klanten HTT,2500.0,2025-11-26,MONS,,,1.0,HTT
2925.0,MAISON D'ACCEUIL SAINT-PAUL,,RUE SAINT-PAUL,17,7000.0,MONS,BEL,065/34.80.94,,,0473/11.15.32,,NEE,NEE,boekhouding,,,secretariat@maison-saint-paul.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,NEE,boekhouding,,,f.nicolas@maison-saint-paul.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2025-11-27,MONS,,,1.0,HTT
2927.0,MAISON FUMESSE,,ROUTE DE WALLONIE (G),4 W,7011.0,GHLIN,BEL,,,,,,JA,NEE,,,,ghlin@delicatessenvanhauwaert.be,,,01 GHLIN,2026-01-08,Maandelijks,0.0,2025-12-03,MONS,,,1.0,HTT
2929.0,BETCHARD BRASSERIE,,RUE DU TRY,2,1480.0,TUBIZE,BEL,,,,0473/54.31.76,BE0766.625.642,NEE,NEE,boekhouding,,,carinedruart@yahoo.fr,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2025-12-08,MONS,,,1.0,HTT
2930.0,COQUELIFRAIS,,RUE DE MIGNAULT,165,7062.0,SOIGNIES,BEL,,,,0497/41.63.62,BE1029.299.761,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,500.0,2025-12-10,MONS,,,1.0,HTT
2931.0,EL FERON,,RUE DE LA CHAPELLE,14,7370.0,DOUR,BEL,,,,0477/91.88.40,BE0828.052.574,NEE,NEE,boekhouding,,,david.f@allinfitness.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2025-12-11,MONS,,,1.0,HTT
2933.0,CAULIER FABRICE,,RUE DU FRUJIA,1A,5560.0,CIERGNON,BEL,,,,0477/27.97.74,BE0671.232.773,,,,,,,,,09 HORECA,,Klanten HTT,2500.0,2025-12-15,MONS,,,1.0,HTT
2934.0,PROFOOD EXPERT,,CHAUSSEE D'ALSEMBERG,853,1420.0,BRAINE-L'ALLEUD,BEL,,,,,BE0794.861.055,,,,,,,,,09 HORECA,,Klanten HTT,2500.0,2025-12-15,MONS,,,1.0,HTT
2938.0,BAROMETRE MAH,,MARCHE AUX HERBES,30,7000.0,MONS,BEL,,,,0475/31.76.86,BE0797.262.695,NEE,JA,boekhouding,,,barometremah@gmail.com,Facturatie,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,ghlin@delicatessenvanhauwaert.be,,,09 HORECA,,Klanten HTT,1000.0,2025-12-19,MONS,,,1.0,HTT
2949.0,FIERET VISCENTRALE HARELBEKE,,GENTSESTEENWEG 104,,8530.0,HARELBEKE,BEL,056/68.18.18,,,,BE 0477.731.334,JA,NEE,Boekhouding,,,facturen@viscentralefieret.be,,,04 FIERET,,Wekelijks,200000.0,2026-01-02,IEPER,,,1.0,HTT
2951.0,LEGRAND BLEU SPRL,,CHAUSSEE DE JOLIMONT 60/4,,7100.0,HAINE-ST-PAUL,BEL,0495/50.25.81,,,0495/50.20.75,BE 0458.574.824,JA,NEE,Boekhouding,,,legrand_daniel@hotmail.com,,,06 POISSONERIE,2026-01-06,Wekelijks,100000.0,2026-01-02,DRIEGE,,,1.0,HTT
2952.0,BORREMANS NV,,HEMELRIJKEN 6,,2890.0,SINT-AMANDS,BEL,,,,,BE 0451.511.244,JA,NEE,Boekhouding,,,boekhouding@borremanspvh.be,,,02. GROOTHANDEL,2026-01-03,Wekelijks,0.0,2026-01-02,AFHALING,,,1.0,HTT
2953.0,MIAMI 777 BV,DELHAIZE KNOKKE,KUSTLAAN,34,8300.0,KNOKKE-HEIST,BEL,050/60.90.84,,,0496/91.26.40,BE0804.727.143,NEE,NEE,Boekhouding,,,aankoop-0804727143@kmoadministratie.clouddemat.be,,,07 DELHAIZE - INTERMARCHE,,Wekelijks,0.0,2026-01-02,KNOKKE VROEG,,,1.0,HTT
2954.0,SPAR WEVELGEM,,MENENSTRAAT,268,8560.0,WEVELGEM,BEL,051/41.04.05,,,0473/40.38.71,BE0413.970.957,JA,NEE,boekhouding,,,christelle@sparwevelgem.be,,,,,,,,,,,,
,,,,,,,,,,,,,NEE,JA,Boekhouding,,,christelle@sparwevelgem.be,,,05 VISHANDEL,2026-01-05,Wekelijks,15000.0,2026-01-02,WEVELGEM,,,1.0,HTT
2956.0,DELICATESSEN VANHAUWAERT BV,,IERSE ZEESTRAAT,109/112,8380.0,ZEEBRUGGE,BEL,050/55.02.55,,,,BE0843.191.504,,,,,,,,,00 DELI VHA,2026-01-06,Wekelijks,0.0,2026-01-02,,,,1.0,HTT
2957.0,EUROSPAR LICHTERVELDE,,STATIESTRAAT 69,,8810.0,LICHTERVELDE,BEL,051/72.56.70,,,,BE 0438.785.438,NEE,NEE,Boekhouding,,,runico@yukiworks.be,,,,,,,,,,,,
,,,,,,,,,,,,,JA,NEE,boekhouding,,,info@sparlichtervelde.be,,,05 VISHANDEL,,Wekelijks,45000.0,2026-01-02,IEPER,,,1.0,HTT
2959.0,SNOUBER SARL,,AVENUE WANDERPEPEN,6,7130.0,BINCHE,BEL,,,,0483/62.65.07,BE0473.019.213,,,,,,,,,09 HORECA,2026-01-07,Wekelijks,0.0,2026-01-06,MONS,,,1.0,HTT
2960.0,L'OSTREA SRL,,RUE DES OLIVIERS 6,,7134.0,EPINOIS,BEL,,,,0477/68.12.13,BE 0736.464.580,JA,NEE,Boekhouding,,,fabricer10@hotmail.com,,,06 POISSONERIE,2026-01-08,Wekelijks,30000.0,2026-01-08,,,,1.0,HTT
999985.0,TESTKLANT 06 POISSONERIE,,,,,,BEL,,,,,,,,,,,,,,06 POISSONERIE,,Wekelijks,0.0,2022-02-08,,,,1.0,HTT
999988.0,TESTKLANT 08 TRAITEUR - FR,,,,,,BEL,,,,,,,,,,,,,,08 TRAITEUR,,Wekelijks,0.0,2022-02-08,,,,1.0,HTT
999989.0,TESTKLANT 09 HORECA - FR,,,,,,BEL,,,,,,,,,,,,,,09 HORECA,,Wekelijks,0.0,2022-02-08,,,,1.0,HTT
999991.0,TESTKLANT 03 GROOTHANDEL ZONDER VEILING - FR,,,,,,BEL,,,,,,,,,,,,,,03 GROOTHANDEL ZONDER VEILING,,Wekelijks,0.0,2022-02-22,,,,1.0,HTT
999994.0,TESTKLANT 10 CONTANT - FR,,,,,,BEL,,,,,,,,,,,,,,10 CONTANT,,Wekelijks,0.0,2022-10-06,,,,1.0,HTT
999995.0,TESTKLANT 07 DELHAIZE-INTERMARCHE - FR,,,,,,BEL,,,,,,,,,,,,,,07 DELHAIZE - INTERMARCHE,,Wekelijks,0.0,2025-01-30,,,,1.0,HTT
